Handle,ObjType,Content,Layer,Extra,Label
B861D3,MText,±200m,0,9.994627000000001,True
B861D5,MText,±200m,0,9.994627000000001,True
B861D7,MText,LINE OF SIGHT,0,9.994627000000001,True
B86459,MText,5cm Willows (Re-growth),T-BUSH-T,9.994627000000001,True
B86462,MText,30cm Poplar & Pine,T-BUSH-T,9.994627,True
B8646A,MText,30cm Poplar & Pine,T-BUSH-T,9.994627000000001,True
B86472,MText,30cm Poplar & Pine,T-BUSH-T,9.994627000000001,True
B8647A,MText,30cm Poplar & Pine,T-BUSH-T,9.994627000000001,True
B86482,MText,30cm Poplar & Pine,T-BUSH-T,9.994627000000001,True
B8648A,MText,30cm Poplar & Pine,T-BUSH-T,9.994627000000001,True
B86492,MText,30cm Poplar & Pine,T-BUSH-T,9.994627000000001,True
B86711,MText,20cm Poplar & Pine (Re-Growth),T-BUSH-T,9.994627000000001,True
B86719,MText,20cm Poplar & Pine (Re-Growth),T-BUSH-T,9.994627000000001,True
B8990A,MText,157°23'20'' 324.98,L-BD,9.994627000000001,True
B9CA51,MText,Fd.I. Mp.,L-MON,10,True
BA673E,AlignedDimension,15.00 A/R,P-TXT,Compass 5 000,True
BA6FB3,BlockReference,WC,L-MON,4.997313500000001,True
BA6FBE,BlockReference,WC,L-MON,4.997313500000001,True
BA6FC6,BlockReference,WC,L-MON,4.997313500000001,True
BA6FCE,BlockReference,WC,L-MON,4.997313500000001,True
BA6FD6,BlockReference,plspike,L-MON,4.997313500000001,True
BA6FDE,BlockReference,plspike,L-MON,4.997313500000001,True
BA6FE6,BlockReference,plspike,L-MON,4.997313500000001,True
BA7039,BlockReference,*U52,P-TEMP-BLOCKS,0.9994627,True
BA70A0,BlockReference,*U52,P-TEMP-BLOCKS,0.9994627,True
BA8170,DBText,249°32'05'',L-BD,9.994627000000001,True
BA8A4E,BlockReference,*U52,P-TEMP-BLOCKS,0.9994627,True
BA8A68,AlignedDimension,15.00 A/R,P-TXT,Compass 5 000,True
BA8A74,BlockReference,plspike,L-MON,4.997313500000001,True
BA8A75,BlockReference,plspike,L-MON,4.997313500000001,True
BA8A76,BlockReference,plspike,L-MON,4.997313500000001,True
BA8A77,BlockReference,plspike,L-MON,4.997313500000001,True
BA8AB8,DBText,159°32'05'',L-BD,9.994627000000001,True
BA8ABB,DBText,32',L-BD,9.994627000000001,True
BA8ABD,DBText,339°32'05'',L-BD,9.994627000000001,True
BA8ABF,DBText,"05"",L-BD,9.994627000000001
BA8D28,MText,3m Cut Line""",AS-SEISMIC,9.994627000000001,True
BA8D37,MText,3m Cut Line,AS-SEISMIC,9.994627000000001,True
BA9006,MText,W/C FC658E 907.83,L-BD,9.994627000000001,True
BA9007,MText,W/C FC658B 908.06,L-BD,9.994627000000001,True
BA9008,MText,W/C FC658C 907.80,L-BD,9.994627000000001,True
BA9009,MText,W/C FC658D 907.84,L-BD,9.994627000000001,True
BA926E,MText,N.-S. 1/4 Line,L-QSEC,9.994627000000001,True
BA928F,MText,30cm Poplar & Pine,T-BUSH-T,9.994627000000001,True
BA9299,MText,30cm Poplar & Pine,T-BUSH-T,9.994627000000001,True
BA92A4,DBText,249°32'05'',L-BD,9.994627000000001,True
BA935A,BlockReference,*U54,CG-NOTES,0.9994627,True
BA9373,MText,20cm Poplar & Pine (Re-Growth),T-BUSH-T,9.994627000000001,True
BA9637,BlockReference,*U52,P-TEMP-BLOCKS,0.9994627,True
BAA4B9,BlockReference,*T66,CG-NOTES,1,True
BAA4BA,BlockReference,*U65,CG-NOTES,0.9994912999999968,True
BAA4C4,BlockReference,*T67,CG-NOTES,1,True
BAA60E,BlockReference,Induction_Bend_No,L-MON,0.9989447984181113,True
BAA611,BlockReference,Induction_Bend_No,L-MON,0.9989447984181113,True
BAA614,BlockReference,Induction_Bend_No,L-MON,0.9989447984181113,True
BAA617,BlockReference,Induction_Bend_No,L-MON,0.9989447984181113,True
BBCD82,BlockReference,L-SECLBL,L-SECLBL,1,True
BBD370,BlockReference,Gabd,ABADATA-DRILL-T,5,True
BBD371,MText,Paramount 10-21(Abd.),ABADATA-DRILL-T,10,True
BBED95,BlockReference,L-SECLBL,L-SECLBL,4,True
BBED9C,BlockReference,Gabd,ABADATA-DRILL-T,20,True
BBED9D,MText,10-21 (Abd.),ABADATA-DRILL-T,40,True
BBF039,MText,UNSURVEYED TERRITORY,L-UNS-T,63.94962139680001,True
BBF2E7,MText,100m GAS BUFFER,AS-TARGET-GAS,33.52718411937848,True
BBF609,MText,100m GAS BUFFER,AS-TARGET-GAS,33.52718411937848,True
BBF613,MText,100m GAS BUFFER,AS-TARGET-GAS,33.52718411937848,True
BBF61D,MText,100m GAS BUFFER,AS-TARGET-GAS,33.52718411937848,True
BC045D,MText,100m GAS BUFFER,AS-TARGET-GAS,33.52718411937848,True
BC0D09,BlockReference,Gabd,ABADATA-DRILL-T,5,True
BC0D0A,MText,Paramount 10-21(Abd.),ABADATA-DRILL-T,10,True
BC0F95,BlockReference,GAS,ABADATA-DRILL-T,4.997313500000001,True
BC0F96,MText,Sprocket 12-32,ABADATA-DRILL-T,9.994627000000001,True
BC0F9F,BlockReference,BH-Existing,DETAIL-HZ-Existing,9.994627000000001,True
BC0FB8,BlockReference,Gabd,ABADATA-DRILL-T,5,True
BC0FB9,MText,Sprocket 13-21(Abd.),ABADATA-DRILL-T,10,True
BC0FE6,BlockReference,Gabd,ABADATA-DRILL-T,20,True
BC0FE7,MText,Sprocket 12-21(Abd.),ABADATA-DRILL-T,40,True
BC0FEC,BlockReference,GAS,ABADATA-DRILL-T,19.989254000000003,True
BC0FED,MText,Sprocket 102/12-21,ABADATA-DRILL-T,39.978508000000005,True
BC0FEF,BlockReference,BH-Existing,DETAIL-HZ-Existing,40,True
BC0FF0,BlockReference,Gabd,ABADATA-DRILL-T,20,True
BC0FF1,MText,Sprocket 13-21(Abd.),ABADATA-DRILL-T,40,True
BCF165,BlockReference,we,0,1,True
BCF168,BlockReference,we,0,1,True
BCF16B,BlockReference,we,0,1,True
BCF16E,BlockReference,we,0,1,True
BE091F,BlockReference,WC,L-MON,5,True
BE0920,BlockReference,WC,L-MON,5,True
BE0921,BlockReference,WC,L-MON,5,True
BE0922,BlockReference,WC,L-MON,5,True
BE0EBE,MText,NOTE: ELEVATIONS ARE BASED ON LiDAR AND AWAITING FIELD PLACEMENT SHOWN THUS: 000.00*,L-BD,10,True
BECAE9,BlockReference,WC,L-MON,4.997313500000001,True
BED037,BlockReference,plbh,L-MON,5,True
BED038,BlockReference,plbh,L-MON,5,True
BED039,BlockReference,plbh,L-MON,5,True
BED03A,BlockReference,plbh,P-PDRILLPATH,5,True
BED03B,BlockReference,plbh,P-PDRILLPATH,5,True
BEE263,DBText,HEEL,P-PDRILLPATH,9.994627000000001,True
BEEE56,BlockReference,WC,L-MON,5,True
BEEE5A,MText,W/C FC658A 908.06*,L-BD,9.994627000000001,True
BEF343,BlockReference,plbh,L-MON,5,True
BEF344,BlockReference,plbh,L-MON,5,True
BEF345,BlockReference,plbh,L-MON,5,True
BEF346,BlockReference,plbh,L-MON,5,True
BEF347,BlockReference,plbh,L-MON,5,True
BEF348,BlockReference,plbh,L-MON,5,True
BEF349,BlockReference,plbh,L-MON,5,True
BEF34A,BlockReference,plbh,L-MON,5,True
BEF34B,BlockReference,plbh,L-MON,5,True
BEF833,BlockReference,GAS,ABADATA-DRILL-T,4.997313500000001,True
BEF834,MText,Sprocket 3-32,ABADATA-DRILL-T,9.994627000000001,True
BEF83D,BlockReference,BH-Existing,DETAIL-HZ-Existing,9.994627000000001,True
BEF91E,BlockReference,GAS,ABADATA-DRILL-T,4.997313500000001,True
BEF91F,MText,Sprocket 1-29,ABADATA-DRILL-T,9.994627000000001,True
BEFE16,BlockReference,plbh,L-MON,5,True
BF077C,BlockReference,GAS,ABADATA-DRILL-T,19.989254000000003,True
BF077D,MText,Sprocket 1-29,ABADATA-DRILL-T,39.96851337299978,True
BF0791,BlockReference,GAS,ABADATA-DRILL-T,19.989254000000003,True
BF0792,MText,Sprocket 3-32,ABADATA-DRILL-T,39.978508000000005,True
BF0794,BlockReference,BH-Existing,DETAIL-HZ-Existing,39.978508000000005,True
BF0A14,BlockReference,plbh,L-MON,19.989254000000003,True
BF0A15,BlockReference,plbh,L-MON,19.989254000000003,True
BF0A16,BlockReference,plbh,L-MON,19.989254000000003,True
BF0A17,BlockReference,plbh,L-MON,19.989254000000003,True
BF0A18,BlockReference,plbh,L-MON,19.989254000000003,True
BF0A19,BlockReference,plbh,L-MON,19.989254000000003,True
BF0A1A,BlockReference,plbh,L-MON,19.989254000000003,True
BF0A1B,BlockReference,plbh,L-MON,19.989254000000003,True
BF0A1C,BlockReference,plbh,L-MON,19.989254000000003,True
BF0A1D,BlockReference,plbh,L-MON,19.989254000000003,True
BF0A1E,BlockReference,plbh,L-MON,19.989254000000003,True
BF0A1F,BlockReference,plbh,L-MON,19.989254000000003,True
BF0A20,BlockReference,plbh,L-MON,19.989254000000003,True
BF0A21,BlockReference,plbh,L-MON,19.989254000000003,True
BF22F4,MText,100m GAS BUFFER,AS-TARGET-GAS,33.52718411937848,True
BF2317,BlockReference,L-SECLBL,L-SECLBL,3.9899999999999882,True
BF2347,BlockReference,L-SECLBL,L-SECLBL,3.9990000000000006,True
BF234D,BlockReference,L-SECLBL,L-SECLBL,3.9990000000000006,True
BF2353,BlockReference,L-SECLBL,L-SECLBL,3.9998999999999993,True
BF235F,BlockReference,Gabd,ABADATA-DRILL-T,19.994999999999887,True
BF2360,MText,3-28 (Abd.),ABADATA-DRILL-T,39.989999999999775,True
BF2362,BlockReference,GAS,ABADATA-DRILL-T,19.98425668649989,True
BF2363,MText,Sprocket 10-29,ABADATA-DRILL-T,39.96851337299978,True
BF236B,BlockReference,*U58,L-2,3.997750853729994,True
BF2379,BlockReference,NORTH,CG-NORTH,2.598596523492436,True
BF237F,MText,100m GAS BUFFER,AS-TARGET-GAS,33.52718411937848,True
BF2381,MText,UNSURVEYED TERRITORY,L-UNS-T,63.94962139680001,True
BF238B,BlockReference,Gabd,ABADATA-DRILL-T,20,True
BF238F,MText,UNSURVEYED TERRITORY,L-UNS-T,63.94962139680001,True
BF2391,MText,UNSURVEYED TERRITORY,L-UNS-T,63.94962139680001,True
BF2393,MText,100m GAS BUFFER,AS-TARGET-GAS,33.52718411937848,True
BF2395,MText,100m GAS BUFFER,AS-TARGET-GAS,33.52718411937848,True
BF23AB,BlockReference,Gabd,ABADATA-DRILL-T,20,True
BF23B1,BlockReference,GAS,ABADATA-DRILL-T,19.989254000000003,True
BF23B2,MText,Sprocket 102/12-21,ABADATA-DRILL-T,39.978508000000005,True
BF23B4,BlockReference,BH-Existing,DETAIL-HZ-Existing,40,True
BF23B5,BlockReference,Gabd,ABADATA-DRILL-T,20,True
BF23B6,MText,Sprocket 13-21(Abd.),ABADATA-DRILL-T,40,True
BF23C9,MText,Twp. 61,D-TXT,55.985999999999656,True
BF23CA,MText,Twp. 62,D-TXT,55.985999999999656,True
BF23CF,BlockReference,GAS,ABADATA-DRILL-T,19.98920402686498,True
BF23D0,MText,Sprocket 12-32,ABADATA-DRILL-T,39.97840805372996,True
BF23D5,MText,100m GAS BUFFER,AS-TARGET-GAS,33.52642975584989,True
BF23D8,MText,DRILL PLAN 'A',DETAIL-T,79.95501707459991,True
BF2412,BlockReference,Drill Disclaimer,0,3.99775085373,True
BF2413,BlockReference,*U80,0,7.995501707459998,True
BF24D4,BlockReference,WC,L-MON,20,True
BF24D5,BlockReference,WC,L-MON,20,True
BF24D6,BlockReference,WC,L-MON,20,True
BF24D7,BlockReference,WC,L-MON,20,True
BF24D9,BlockReference,plbh,L-MON,19.989254000000003,True
BF24DA,BlockReference,plbh,L-MON,19.989254000000003,True
BF24DB,BlockReference,plbh,L-MON,19.989254000000003,True
BF253E,BlockReference,GAS,ABADATA-DRILL-T,19.989254000000003,True
BF253F,MText,Sprocket 1-29,ABADATA-DRILL-T,39.96851337299978,True
BF27FB,MText,UNSURVEYED TERRITORY,L-UNS-T,63.94962139680001,True
BF2831,BlockReference,L-SECLBL,L-SECLBL,3.9978508,True
BF2878,BlockReference,L-SECLBL,L-SECLBL,3.9978508,True
BF2884,BlockReference,L-SECLBL,L-SECLBL,3.9990000000000006,True
BF2893,BlockReference,Gabd,ABADATA-DRILL-T,19.989254000000003,True
BF2894,MText,3-28 (Abd.),ABADATA-DRILL-T,39.978508000000005,True
BF289C,BlockReference,*U58,L-2,3.997850700053729,True
BF28AA,BlockReference,NORTH,CG-NORTH,2.5986029550349223,True
BF28B4,MText,Twp. 61,D-TXT,55.99859999999983,True
BF28B5,MText,Twp. 62,D-TXT,55.99859999999983,True
BF28BB,MText,100m GAS BUFFER,AS-TARGET-GAS,33.52642975584989,True
BF28BD,MText,100m GAS BUFFER,AS-TARGET-GAS,33.527259555731156,True
BF28C0,MText,UNSURVEYED TERRITORY,L-UNS-T,63.96401365968,True
BF28D6,BlockReference,Gabd,ABADATA-DRILL-T,20,True
BF28DD,MText,UNSURVEYED TERRITORY,L-UNS-T,63.96401365968,True
BF28DF,MText,100m GAS BUFFER,AS-TARGET-GAS,33.527259555731156,True
BF28E1,MText,100m GAS BUFFER,AS-TARGET-GAS,33.527259555731156,True
BF28E9,MText,UNSURVEYED TERRITORY,L-UNS-T,63.96401365968,True
BF28ED,MText,DRILL PLAN 'B',DETAIL-T,79.95701400107453,True
BF292C,BlockReference,Drill Disclaimer,0,3.9978507000537298,True
BF292D,BlockReference,*U62,0,7.995701400107452,True
BF2A02,BlockReference,plbh,L-MON,19.989254000000003,True
BF2A03,BlockReference,plbh,L-MON,19.989254000000003,True
BF2A04,BlockReference,plbh,L-MON,19.989254000000003,True
BF2D9D,BlockReference,L-SECLBL,L-SECLBL,3.9990000000000006,True
BF2DA3,MText,100m GAS BUFFER,AS-TARGET-GAS,33.52718411937848,True
BF2E01,BlockReference,Gabd,ABADATA-DRILL-T,20,True
BF2E07,BlockReference,GAS,ABADATA-DRILL-T,19.989254000000003,True
BF2E08,MText,Sprocket 102/12-21,ABADATA-DRILL-T,39.978508000000005,True
BF2E0A,BlockReference,BH-Existing,DETAIL-HZ-Existing,40,True
BF2E0B,BlockReference,Gabd,ABADATA-DRILL-T,20,True
BF2E0C,MText,Sprocket 13-21(Abd.),ABADATA-DRILL-T,40,True
BF2E22,MText,100m GAS BUFFER,AS-TARGET-GAS,33.52718411937848,True
BF30EF,BlockReference,L-SECLBL,L-SECLBL,3.9978508,True
BF3136,BlockReference,L-SECLBL,L-SECLBL,3.9978508,True
BF313C,BlockReference,L-SECLBL,L-SECLBL,3.9978508,True
BF3142,BlockReference,L-SECLBL,L-SECLBL,3.9990000000000006,True
BF3151,BlockReference,Gabd,ABADATA-DRILL-T,19.999999499999948,True
BF3152,MText,3-28 (Abd.),ABADATA-DRILL-T,39.999998999999896,True
BF315A,BlockReference,*U58,L-2,3.997850700053729,True
BF3168,BlockReference,NORTH,CG-NORTH,2.5986029550349223,True
BF3172,MText,Twp. 61,D-TXT,55.99859999999983,True
BF3173,MText,Twp. 62,D-TXT,55.99859999999983,True
BF3179,MText,100m GAS BUFFER,AS-TARGET-GAS,33.52642975584989,True
BF317B,MText,100m GAS BUFFER,AS-TARGET-GAS,33.527259555731156,True
BF317E,MText,UNSURVEYED TERRITORY,L-UNS-T,63.96401365968,True
BF318D,BlockReference,L-SECLBL,L-SECLBL,4,True
BF3194,BlockReference,Gabd,ABADATA-DRILL-T,20,True
BF3197,MText,100m GAS BUFFER,AS-TARGET-GAS,33.527259555731156,True
BF3199,MText,UNSURVEYED TERRITORY,L-UNS-T,63.96401365968,True
BF319B,MText,UNSURVEYED TERRITORY,L-UNS-T,63.96401365968,True
BF319D,MText,100m GAS BUFFER,AS-TARGET-GAS,33.527259555731156,True
BF319F,MText,100m GAS BUFFER,AS-TARGET-GAS,33.527259555731156,True
BF31A5,MText,100m GAS BUFFER,AS-TARGET-GAS,33.52718411937848,True
BF31A7,MText,UNSURVEYED TERRITORY,L-UNS-T,63.96401365968,True
BF31AB,MText,DRILL PLAN 'C',DETAIL-T,79.95701400107453,True
BF31EA,BlockReference,Drill Disclaimer,0,3.9978507000537298,True
BF31EB,BlockReference,*U70,0,7.995701400107452,True
BF32B3,BlockReference,plbh,L-MON,19.989254000000003,True
BF35A6,BlockReference,L-SECLBL,L-SECLBL,3.9978508,True
BF35E8,BlockReference,L-SECLBL,L-SECLBL,3.9978508,True
BF35EE,BlockReference,L-SECLBL,L-SECLBL,3.9978508,True
BF35F4,BlockReference,L-SECLBL,L-SECLBL,3.9990000000000006,True
BF3606,BlockReference,*U58,L-2,3.997850700053729,True
BF3614,BlockReference,NORTH,CG-NORTH,2.5986029550349223,True
BF361E,MText,Twp. 61,D-TXT,55.99859999999983,True
BF361F,MText,Twp. 62,D-TXT,55.99859999999983,True
BF3625,MText,100m GAS BUFFER,AS-TARGET-GAS,33.52642975584989,True
BF3627,MText,100m GAS BUFFER,AS-TARGET-GAS,33.527259555731156,True
BF362A,MText,UNSURVEYED TERRITORY,L-UNS-T,63.96401365968,True
BF3639,BlockReference,L-SECLBL,L-SECLBL,4,True
BF3640,BlockReference,Gabd,ABADATA-DRILL-T,20,True
BF3643,MText,100m GAS BUFFER,AS-TARGET-GAS,33.527259555731156,True
BF3645,MText,UNSURVEYED TERRITORY,L-UNS-T,63.96401365968,True
BF3647,MText,UNSURVEYED TERRITORY,L-UNS-T,63.96401365968,True
BF364B,MText,100m GAS BUFFER,AS-TARGET-GAS,33.527259555731156,True
BF3650,MText,100m GAS BUFFER,AS-TARGET-GAS,33.52718411937848,True
BF3652,MText,UNSURVEYED TERRITORY,L-UNS-T,63.96401365968,True
BF3656,MText,DRILL PLAN 'D',DETAIL-T,79.95701400107453,True
BF365D,BlockReference,Drill Disclaimer,0,3.9978507000537298,True
BF365E,BlockReference,*U71,0,7.995701400107452,True
BF3773,BlockReference,plbh,L-MON,19.989254000000003,True
BF3774,BlockReference,plbh,L-MON,19.989254000000003,True
BF3775,BlockReference,plbh,L-MON,19.989254000000003,True
BF37D4,MText,100m GAS BUFFER,AS-TARGET-GAS,33.52718411937848,True
BF383B,MText,UNSURVEYED TERRITORY,L-UNS-T,63.96401365968,True
BF3D50,BlockReference,L-SECLBL,L-SECLBL,3.9978508,True
BF3D85,BlockReference,L-SECLBL,L-SECLBL,3.9978508,True
BF3D8B,BlockReference,L-SECLBL,L-SECLBL,3.9978508,True
BF3D91,BlockReference,L-SECLBL,L-SECLBL,3.9990000000000006,True
BF3DA0,BlockReference,*U58,L-2,3.997850700053729,True
BF3DAE,BlockReference,NORTH,CG-NORTH,2.5986029550349223,True
BF3DB8,MText,Twp. 61,D-TXT,55.99859999999983,True
BF3DB9,MText,Twp. 62,D-TXT,55.99859999999983,True
BF3DBF,MText,100m GAS BUFFER,AS-TARGET-GAS,33.52642975584989,True
BF3DC1,MText,100m GAS BUFFER,AS-TARGET-GAS,33.527259555731156,True
BF3DC3,MText,UNSURVEYED TERRITORY,L-UNS-T,63.96401365968,True
BF3DDC,MText,100m GAS BUFFER,AS-TARGET-GAS,33.527259555731156,True
BF3DDE,MText,UNSURVEYED TERRITORY,L-UNS-T,63.96401365968,True
BF3DE2,MText,100m GAS BUFFER,AS-TARGET-GAS,33.527259555731156,True
BF3DE9,MText,UNSURVEYED TERRITORY,L-UNS-T,63.96401365968,True
BF3DED,MText,DRILL PLAN 'E',DETAIL-T,79.95701400107453,True
BF3DF4,BlockReference,Drill Disclaimer,0,3.9978507000537298,True
BF3DF5,BlockReference,*U80,0,7.995701400107452,True
BF3E5C,MText,100m GAS BUFFER,AS-TARGET-GAS,33.52718411937848,True
BF3EEC,BlockReference,plbh,L-MON,19.989254000000003,True
BF3EED,BlockReference,plbh,L-MON,19.989254000000003,True
BF3F4A,MText,100m GAS BUFFER,AS-TARGET-GAS,33.52718411937848,True
BF757F,BlockReference,GAS,ABADATA-DRILL-T,19.989254000000003,True
BF7580,MText,Sprocket 3-32,ABADATA-DRILL-T,39.978508000000005,True
BF7582,BlockReference,BH-Existing,DETAIL-HZ-Existing,39.978508000000005,True
BFA85F,MText,Sprocket 12-21(Abd.),ABADATA-DRILL-T,40,True
BFAAD6,MText,Sprocket 12-21(Abd.),ABADATA-DRILL-T,40,True
C020B2,BlockReference,WC,L-MON,19.989254000000003,True
C020B3,BlockReference,WC,L-MON,19.989254000000003,True
C020B4,BlockReference,WC,L-MON,19.989254000000003,True
C020B5,BlockReference,WC,L-MON,19.989254000000003,True
C020B6,BlockReference,WC,L-MON,19.989254000000003,True
C020C2,BlockReference,WC,L-MON,19.989254000000003,True
C020C3,BlockReference,WC,L-MON,19.989254000000003,True
C020C4,BlockReference,WC,L-MON,19.989254000000003,True
C020C5,BlockReference,WC,L-MON,19.989254000000003,True
C020C6,BlockReference,WC,L-MON,19.989254000000003,True
C02358,BlockReference,WC,L-MON,19.989254000000003,True
C02359,BlockReference,WC,L-MON,19.989254000000003,True
C0235A,BlockReference,WC,L-MON,19.989254000000003,True
C0235B,BlockReference,WC,L-MON,19.989254000000003,True
C0235C,BlockReference,WC,L-MON,19.989254000000003,True
C02368,BlockReference,WC,L-MON,19.989254000000003,True
C02369,BlockReference,WC,L-MON,19.989254000000003,True
C0236A,BlockReference,WC,L-MON,19.989254000000003,True
C0236B,BlockReference,WC,L-MON,19.989254000000003,True
C0236C,BlockReference,WC,L-MON,19.989254000000003,True
C02378,BlockReference,WC,L-MON,19.989254000000003,True
C02379,BlockReference,WC,L-MON,19.989254000000003,True
C0237A,BlockReference,WC,L-MON,19.989254000000003,True
C0237B,BlockReference,WC,L-MON,19.989254000000003,True
C0237C,BlockReference,WC,L-MON,19.989254000000003,True
C02388,BlockReference,WC,L-MON,19.989254000000003,True
C02389,BlockReference,WC,L-MON,19.989254000000003,True
C0238A,BlockReference,WC,L-MON,19.989254000000003,True
C0238B,BlockReference,WC,L-MON,19.989254000000003,True
C0238C,BlockReference,WC,L-MON,19.989254000000003,True
C0239E,BlockReference,plbh,L-MON,19.989254000000003,True
C023A6,BlockReference,plbh,L-MON,19.989254000000003,True
C0B728,MText,Sprocket 16-30 (DD),DETAIL-HZ-Existing,9.994627000000001,True
C0BF5B,BlockReference,BH-Existing,DETAIL-HZ-Existing,9.994627000000001,True
C0BF5C,BlockReference,BH-Existing,DETAIL-HZ-Existing,9.994627000000001,True
C0BF5D,BlockReference,Gabd,F-WS-S,5,True
C0BF5E,BlockReference,GAS,F-WS-S,5,True
C0BF5F,BlockReference,BH-Existing,DETAIL-HZ-Existing,9.994627000000001,True
C0BF60,BlockReference,BH-Existing,DETAIL-HZ-Existing,9.994627000000001,True
C0BF61,BlockReference,BH-Existing,DETAIL-HZ-Existing,9.994627000000001,True
C0C793,BlockReference,GAS,F-WS-S,5,True
C0C794,MText,Veren 102/16-33 (HZ),ABADATA-DRILL-T,10,True
C0C796,MText,Veren 1-4 (HZ),ABADATA-DRILL-T,10,True
C0CFCB,MText,Veren 8-4 (HZ),ABADATA-DRILL-T,10,True
C0CFCD,MText,Sprocket 14-29 (DD),ABADATA-DRILL-T,9.994627000000001,True
C0CFCF,MText,Sprocket 103/14-29 (DD),ABADATA-DRILL-T,9.994627000000001,True
C0CFD1,MText,Sprocket 102/14-29 (DD),ABADATA-DRILL-T,9.994627000000001,True
C0D80A,MText,Sprocket 16-20 (DD),DETAIL-HZ-Existing,9.994627000000001,True
C0D80C,MText,Sprocket 7-21(Abd.),ABADATA-DRILL-T,10,True
C0D80E,MText,Sprocket 6-21,ABADATA-DRILL-T,10,True
C0E056,BlockReference,BH-Existing,DETAIL-HZ-Existing,40,True
C0E057,BlockReference,BH-Existing,DETAIL-HZ-Existing,40,True
C0E059,BlockReference,GAS,ABADATA-DRILL-T,20,True
C0E05A,BlockReference,BH-Existing,DETAIL-HZ-Existing,40,True
C0E05B,BlockReference,BH-Existing,DETAIL-HZ-Existing,40,True
C0E05C,BlockReference,BH-Existing,DETAIL-HZ-Existing,40,True
C0E05D,BlockReference,GAS,ABADATA-DRILL-T,20,True
C0E05E,MText,Sprocket 16-20 (DD),DETAIL-HZ-Existing,40,True
C0E060,MText,UNSURVEYED TERRITORY,L-UNS-T,63.94962139680001,True
C0E062,BlockReference,Gabd,ABADATA-DRILL-T,20,True
C0E89F,MText,Sprocket 16-30 (DD),DETAIL-HZ-Existing,40,True
C0E8A3,MText,Sprocket 14-29 (DD),ABADATA-DRILL-T,40,True
C0E8A7,MText,Sprocket 7-21(Abd.),ABADATA-DRILL-T,40,True
C0E8A9,MText,Sprocket 6-21 (DD),ABADATA-DRILL-T,40,True
C0F133,BlockReference,BH-Existing,DETAIL-HZ-Existing,40,True
C0F134,BlockReference,BH-Existing,DETAIL-HZ-Existing,40,True
C0F135,BlockReference,GAS,ABADATA-DRILL-T,20,True
C0F136,BlockReference,BH-Existing,DETAIL-HZ-Existing,40,True
C0F137,BlockReference,BH-Existing,DETAIL-HZ-Existing,40,True
C0F138,BlockReference,BH-Existing,DETAIL-HZ-Existing,40,True
C0F139,BlockReference,GAS,ABADATA-DRILL-T,20,True
C0F13A,MText,Sprocket 16-20 (DD),DETAIL-HZ-Existing,40,True
C0F13C,BlockReference,Gabd,ABADATA-DRILL-T,20,True
C0F13D,MText,Sprocket 16-30 (DD),DETAIL-HZ-Existing,40,True
C0F141,MText,Sprocket 14-29 (DD),ABADATA-DRILL-T,40,True
C0F145,MText,Sprocket 7-21(Abd.),ABADATA-DRILL-T,40,True
C0F159,BlockReference,BH-Existing,DETAIL-HZ-Existing,40,True
C0F15C,BlockReference,BH-Existing,DETAIL-HZ-Existing,40,True
C0F160,MText,Sprocket 16-20 (DD),DETAIL-HZ-Existing,40,True
C0F1E5,BlockReference,L-SECLBL,L-SECLBL,4,True
C0F1EC,BlockReference,L-SECLBL,L-SECLBL,4,True
C0F1F4,MText,Sprocket 6-21 (DD),ABADATA-DRILL-T,40,True
C0F1F6,MText,Sprocket 6-21 (DD),ABADATA-DRILL-T,40,True
C10426,MText,Theor. N.W.1/4  Sec. 4-62-19-W.5M.,C-SYMBOL,19.989254000000003,True
C130F9,AlignedDimension,Veren  P/L R/W  240720,C-RW-T,Compass 5 000,True
C13A9C,AlignedDimension,Veren  P/L R/W  240720,C-RW-T,Compass 5 000,True
C14BB0,AlignedDimension,Veren  P/L R/W  240720,C-RW-T,Compass 5 000,True
C15520,MText,Veren Riser Site  PIL 240186,C-FLOWLINE-T,9.994589999999842,True
C165D6,MText,Veren Riser Site  PIL 240186,C-WS-T,9.994589999999842,True
C16F86,AlignedDimension,Veren  P/L R/W  ______,C-RW-T,Compass 5 000,True
C180CA,AlignedDimension,Veren  P/L R/W  ______,C-RW-T,Compass 5 000,True
C180D7,AlignedDimension,Veren  P/L R/W  ______,C-FLOWLINE-T,Compass 5 000,True
C19B58,BlockReference,xing2,P-CROSSINGS,0.9994627,True
C1B654,AlignedDimension,15.00 A/R,P-TXT,Compass 5 000,True
C1DC76,MText,"CNRL 15.00 P/L R/W
PLA 170161",F-RW-T,10,True
C236A6,DBText,HEEL,P-PDRILLPATH,9.994627000000001,True
C236A7,MText,10-21 (Abd.),ABADATA-DRILL-T,40,True
C236A9,MText,10-21 (Abd.),ABADATA-DRILL-T,40,True
C236AB,MText,10-21 (Abd.),ABADATA-DRILL-T,40,True
C236AD,MText,10-21 (Abd.),ABADATA-DRILL-T,40,True
C2513C,BlockReference,*U79,CG-NOTES,3.9978508,True
C25156,MText,HEEL,0,39.978508000000005,True
C2515E,MText,TURN,0,39.978508000000005,True
C25165,MText,HEEL,0,39.978508000000005,True
C25167,MText,HEEL,0,39.978508000000005,True
C25169,MText,HEEL,0,39.978508000000005,True
